Quarter Ending,HSC Trust,Diagnostic Service,Recommended Waiting Time,Category,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,> 26 - 36 weeks,> 36 weeks,> 36 - 52 weeks,> 52 - 65 weeks,> 65 - 78 weeks,> 78 weeks,Total,,,,
31-Dec-16,Western,Pressures and flows,9 week,Physiological Measurement,47,8,3,0,0,0,.,0,.,.,.,.,58,,,,
31-Dec-16,Western,Pure tone audiometry,9 week,Physiological Measurement,342,205,253,142,0,0,.,0,.,.,.,.,942,,,,
31-Dec-16,Western,Radio-Nuclide Imaging,9 week,Imaging,54,10,3,0,0,0,.,0,.,.,.,.,67,,,,
31-Dec-16,Western,Sleep studies,9 week,Physiological Measurement,149,24,11,4,0,0,.,0,.,.,.,.,188,,,,
31-Dec-16,Western,Spirometry inc.flow volume curves,9 week,Physiological Measurement,50,11,19,3,0,0,.,0,.,.,.,.,83,,,,
31-Dec-16,Western,Static lung volumes,9 week,Physiological Measurement,54,11,6,0,0,0,.,0,.,.,.,.,71,,,,
31-Dec-16,Western,Tilt testing and autonomic function,9 week,Physiological Measurement,8,6,7,3,0,0,.,0,.,.,.,.,24,,,,
31-Dec-16,Western,Transfer Factor,9 week,Physiological Measurement,36,17,23,0,0,0,.,0,.,.,.,.,76,,,,
31-Dec-16,Western,Ureteroscopy,13 week,Endoscopy,23,10,5,6,0,6,.,6,.,.,.,.,50,,,,
31-Mar-17,Belfast,Airways resistance,9 week,Physiological Measurement,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-17,Belfast,Ambulatory BP,9 week,Physiological Measurement,194,60,47,3,0,0,.,0,.,.,.,.,304,,,,
31-Mar-17,Belfast,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,482,165,187,218,194,431,.,431,.,.,.,.,"1,677",,,,
31-Mar-17,Belfast,Arthroscopy,13 week,Endoscopy,19,47,89,138,98,381,.,381,.,.,.,.,772,,,,
31-Mar-17,Belfast,Bronchial challenge testing,9 week,Physiological Measurement,14,1,0,0,0,0,.,0,.,.,.,.,15,,,,
31-Mar-17,Belfast,Bronchoscopy,13 week,Endoscopy,10,11,2,9,5,14,.,14,.,.,.,.,51,,,,
31-Mar-17,Belfast,Cardio-respiratory exercise testing,9 week,Physiological Measurement,45,46,11,13,11,21,.,21,.,.,.,.,147,,,,
31-Mar-17,Belfast,Colonoscopy (Day Case),13 week,Endoscopy,330,121,123,130,55,69,.,69,.,.,.,.,828,,,,
31-Mar-17,Belfast,Computerised Tomography,9 week,Imaging,"1,576",129,33,17,7,9,.,9,.,.,.,.,"1,771",,,,
31-Mar-17,Belfast,Cystoscopy (Day Case),13 week,Endoscopy,399,61,47,61,52,275,.,275,.,.,.,.,895,,,,
31-Mar-17,Belfast,DEXA Scan,9 week,Imaging,307,65,0,0,0,0,.,0,.,.,.,.,372,,,,
31-Mar-17,Belfast,Diagnostic arteriography,9 week,Imaging,19,10,8,18,3,13,.,13,.,.,.,.,71,,,,
31-Mar-17,Belfast,Diagnostic examination of enteric pouch,13 week,Endoscopy,1,1,1,0,0,0,.,0,.,.,.,.,3,,,,
31-Mar-17,Belfast,Duodenoscopy,13 week,Endoscopy,0,0,0,0,0,1,.,1,.,.,.,.,1,,,,
31-Mar-17,Belfast,Echocardiography,9 week,Physiological Measurement,994,430,434,856,620,"1,108",.,"1,108",.,.,.,.,"4,442",,,,
31-Mar-17,Belfast,EEG,9 week,Physiological Measurement,143,75,52,51,10,23,.,23,.,.,.,.,354,,,,
31-Mar-17,Belfast,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,6,0,2,0,0,0,.,0,.,.,.,.,8,,,,
31-Mar-17,Belfast,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,8,0,1,1,0,0,.,0,.,.,.,.,10,,,,
31-Mar-17,Belfast,Exercise tolerance testing,9 week,Physiological Measurement,146,63,10,12,29,8,.,8,.,.,.,.,268,,,,
31-Mar-17,Belfast,FESS (Functional endoscopic sinus surgery),13 week,Endoscopy,0,0,1,0,0,8,.,8,.,.,.,.,9,,,,
31-Mar-17,Belfast,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,126,63,67,73,21,21,.,21,.,.,.,.,371,,,,
31-Mar-17,Belfast,Fluroscopy,9 week,Imaging,212,60,40,20,3,1,.,1,.,.,.,.,336,,,,
31-Mar-17,Belfast,Gastroscopy (Day Case),13 week,Endoscopy,625,177,216,282,129,203,.,203,.,.,.,.,"1,632",,,,
31-Mar-17,Belfast,Gut transit marker study,9 week,Imaging,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-17,Belfast,Hysteroscopy,13 week,Endoscopy,69,34,22,40,17,44,.,44,.,.,.,.,226,,,,
31-Mar-17,Belfast,Ileoscopy,13 week,Endoscopy,12,2,3,5,1,2,.,2,.,.,.,.,25,,,,
31-Mar-17,Belfast,Laparoscopy,13 week,Endoscopy,35,24,26,62,25,108,.,108,.,.,.,.,280,,,,
31-Mar-17,Belfast,Laryngoscopy,13 week,Endoscopy,1,0,1,0,1,7,.,7,.,.,.,.,10,,,,
31-Mar-17,Belfast,Lung & chest wall compliance,9 week,Physiological Measurement,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-17,Belfast,Magnetic Resonance Imaging,9 week,Imaging,"2,398",951,960,"1,056",564,783,.,783,.,.,.,.,"6,712",,,,
31-Mar-17,Belfast,Mediastinoscopy,13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-17,Belfast,Non-obstetric ultrasound,9 week,Imaging,"2,513","1,007","1,083",713,106,89,.,89,.,.,.,.,"5,511",,,,
31-Mar-17,Belfast,Oesophagoscopy,13 week,Endoscopy,6,4,2,2,0,8,.,8,.,.,.,.,22,,,,
31-Mar-17,Belfast,Patient Activated Ambulatory Function,9 week,Physiological Measurement,75,37,43,43,57,93,.,93,.,.,.,.,348,,,,
31-Mar-17,Belfast,Peak expiratory flow (PEF),9 week,Physiological Measurement,8,0,1,0,0,0,.,0,.,.,.,.,9,,,,
31-Mar-17,Belfast,Perfusion studies,9 week,Physiological Measurement,248,92,128,106,238,15,.,15,.,.,.,.,827,,,,
31-Mar-17,Belfast,Peripheral neurophysiology,9 week,Physiological Measurement,580,305,292,671,437,"2,649",.,"2,649",.,.,.,.,"4,934",,,,
31-Mar-17,Belfast,PET,9 week,Imaging,169,30,26,15,1,0,.,0,.,.,.,.,241,,,,
31-Mar-17,Belfast,Pharyngoscopy,13 week,Endoscopy,3,1,3,1,0,3,.,3,.,.,.,.,11,,,,
31-Mar-17,Belfast,Plain Film Xrays,9 week,Imaging,37,4,1,0,0,0,.,0,.,.,.,.,42,,,,
31-Mar-17,Belfast,Pressures and flows,9 week,Physiological Measurement,48,24,16,19,17,44,.,44,.,.,.,.,168,,,,
31-Mar-17,Belfast,Pure tone audiometry,9 week,Physiological Measurement,160,20,0,0,0,0,.,0,.,.,.,.,180,,,,
31-Mar-17,Belfast,Radio-Nuclide Imaging,9 week,Imaging,313,6,8,2,1,0,.,0,.,.,.,.,330,,,,
31-Mar-17,Belfast,Respiratory muscle assessment (non-invasive),9 week,Physiological Measurement,3,0,0,0,0,0,.,0,.,.,.,.,3,,,,
31-Mar-17,Belfast,Sleep Deprived EEG,9 week,Physiological Measurement,12,3,8,9,2,34,.,34,.,.,.,.,68,,,,
31-Mar-17,Belfast,Sleep studies,9 week,Physiological Measurement,293,82,115,249,199,198,.,198,.,.,.,.,"1,136",,,,
31-Mar-17,Belfast,Spirometry inc.flow volume curves,9 week,Physiological Measurement,136,10,1,1,1,1,.,1,.,.,.,.,150,,,,
31-Mar-17,Belfast,Static lung volumes,9 week,Physiological Measurement,49,2,0,0,0,0,.,0,.,.,.,.,51,,,,
31-Mar-17,Belfast,Tilt testing and autonomic function,9 week,Physiological Measurement,18,0,0,0,0,0,.,0,.,.,.,.,18,,,,
31-Mar-17,Belfast,Transfer Factor,9 week,Physiological Measurement,116,10,1,1,1,1,.,1,.,.,.,.,130,,,,
31-Mar-17,Belfast,Ureteroscopy,13 week,Endoscopy,27,13,11,16,9,21,.,21,.,.,.,.,97,,,,
31-Mar-17,Belfast,Urethroscopy,13 week,Endoscopy,0,0,0,1,0,0,.,0,.,.,.,.,1,,,,
31-Mar-17,Northern,Ambulatory BP,9 week,Physiological Measurement,140,0,0,0,0,0,.,0,.,.,.,.,140,,,,
31-Mar-17,Northern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,293,23,0,0,0,0,.,0,.,.,.,.,316,,,,
31-Mar-17,Northern,Barium Studies,9 week,Imaging,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-17,Northern,Bronchoscopy,13 week,Endoscopy,10,0,0,0,0,0,.,0,.,.,.,.,10,,,,
31-Mar-17,Northern,Cardio-respiratory exercise testing,9 week,Physiological Measurement,10,3,1,0,0,0,.,0,.,.,.,.,14,,,,
31-Mar-17,Northern,Colonoscopy (Day Case),13 week,Endoscopy,400,116,112,116,1,0,.,0,.,.,.,.,745,,,,
31-Mar-17,Northern,Colposcopy,13 week,Endoscopy,0,0,0,1,0,1,.,1,.,.,.,.,2,,,,
31-Mar-17,Northern,Computerised Tomography,9 week,Imaging,991,122,24,14,6,18,.,18,.,.,.,.,"1,175",,,,
31-Mar-17,Northern,Cystoscopy (Day Case),13 week,Endoscopy,129,13,2,6,0,5,.,5,.,.,.,.,155,,,,
31-Mar-17,Northern,DEXA Scan,9 week,Imaging,539,77,1,0,0,0,.,0,.,.,.,.,617,,,,
31-Mar-17,Northern,Duodenoscopy,13 week,Endoscopy,0,0,1,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-17,Northern,Echocardiography,9 week,Physiological Measurement,775,243,232,480,197,43,.,43,.,.,.,.,"1,970",,,,
31-Mar-17,Northern,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,20,0,0,0,0,0,.,0,.,.,.,.,20,,,,
31-Mar-17,Northern,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,12,0,0,0,0,0,.,0,.,.,.,.,12,,,,
31-Mar-17,Northern,Exercise tolerance testing,9 week,Physiological Measurement,175,2,0,0,0,0,.,0,.,.,.,.,177,,,,
31-Mar-17,Northern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,176,59,66,44,2,1,.,1,.,.,.,.,348,,,,
31-Mar-17,Northern,Fluroscopy,9 week,Imaging,97,5,4,2,0,0,.,0,.,.,.,.,108,,,,
31-Mar-17,Northern,Gastroscopy (Day Case),13 week,Endoscopy,483,130,195,202,0,0,.,0,.,.,.,.,"1,010",,,,
31-Mar-17,Northern,Hysteroscopy,13 week,Endoscopy,91,29,29,26,7,10,.,10,.,.,.,.,192,,,,
31-Mar-17,Northern,Laparoscopy,13 week,Endoscopy,25,6,12,18,9,21,.,21,.,.,.,.,91,,,,
31-Mar-17,Northern,Laryngoscopy,13 week,Endoscopy,3,2,1,2,3,2,.,2,.,.,.,.,13,,,,
31-Mar-17,Northern,Magnetic Resonance Imaging,9 week,Imaging,"1,217",463,176,0,2,0,.,0,.,.,.,.,"1,858",,,,
31-Mar-17,Northern,Mediastinoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-17,Northern,Non-obstetric ultrasound,9 week,Imaging,"3,761","1,270",744,660,20,0,.,0,.,.,.,.,"6,455",,,,
31-Mar-17,Northern,Oesophagoscopy,13 week,Endoscopy,3,3,0,1,2,0,.,0,.,.,.,.,9,,,,
31-Mar-17,Northern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,47,1,0,0,0,0,.,0,.,.,.,.,48,,,,
31-Mar-17,Northern,Perfusion studies,9 week,Physiological Measurement,50,22,24,60,32,200,.,200,.,.,.,.,388,,,,
31-Mar-17,Northern,Pharyngoscopy,13 week,Endoscopy,0,1,0,1,0,5,.,5,.,.,.,.,7,,,,
31-Mar-17,Northern,Plain Film Xrays,9 week,Imaging,"2,343",4,0,0,0,0,.,0,.,.,.,.,"2,347",,,,
31-Mar-17,Northern,Pressures and flows,9 week,Physiological Measurement,52,14,22,24,17,44,.,44,.,.,.,.,173,,,,
31-Mar-17,Northern,Pure tone audiometry,9 week,Physiological Measurement,191,15,5,0,0,0,.,0,.,.,.,.,211,,,,
31-Mar-17,Northern,Radio-Nuclide Imaging,9 week,Imaging,141,22,15,22,14,47,.,47,.,.,.,.,261,,,,
31-Mar-17,Northern,Rigid sigmoidoscopy,13 week,Endoscopy,0,0,0,0,0,1,.,1,.,.,.,.,1,,,,
31-Mar-17,Northern,Sleep studies,9 week,Physiological Measurement,83,9,0,0,0,0,.,0,.,.,.,.,92,,,,
31-Mar-17,Northern,Spirometry inc.flow volume curves,9 week,Physiological Measurement,262,64,72,77,0,0,.,0,.,.,.,.,475,,,,
31-Mar-17,Northern,Static lung volumes,9 week,Physiological Measurement,113,33,42,49,0,0,.,0,.,.,.,.,237,,,,
31-Mar-17,Northern,Tilt testing and autonomic function,9 week,Physiological Measurement,4,2,0,0,0,0,.,0,.,.,.,.,6,,,,
31-Mar-17,Northern,Transfer Factor,9 week,Physiological Measurement,188,49,54,28,0,0,.,0,.,.,.,.,319,,,,
31-Mar-17,Northern,Ureteroscopy,13 week,Endoscopy,6,1,1,0,2,2,.,2,.,.,.,.,12,,,,
31-Mar-17,Southern,Ambulatory BP,9 week,Physiological Measurement,82,19,2,0,0,0,.,0,.,.,.,.,103,,,,
31-Mar-17,Southern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,522,215,229,204,1,2,.,2,.,.,.,.,"1,173",,,,
31-Mar-17,Southern,Ambulatory Recording,9 week,Physiological Measurement,4,5,0,0,0,0,.,0,.,.,.,.,9,,,,
31-Mar-17,Southern,Arthroscopy,13 week,Endoscopy,41,15,19,35,21,155,.,155,.,.,.,.,286,,,,
31-Mar-17,Southern,Barium Studies,9 week,Imaging,7,0,0,0,0,0,.,0,.,.,.,.,7,,,,
31-Mar-17,Southern,Bronchoscopy,13 week,Endoscopy,8,0,0,0,0,0,.,0,.,.,.,.,8,,,,
31-Mar-17,Southern,Colonoscopy (Day Case),13 week,Endoscopy,341,115,105,43,4,26,.,26,.,.,.,.,634,,,,
31-Mar-17,Southern,Computerised Tomography,9 week,Imaging,954,242,68,120,75,330,.,330,.,.,.,.,"1,789",,,,
31-Mar-17,Southern,Cystoscopy (Day Case),13 week,Endoscopy,88,46,50,38,17,74,.,74,.,.,.,.,313,,,,
31-Mar-17,Southern,DEXA Scan,9 week,Imaging,384,234,212,400,264,104,.,104,.,.,.,.,"1,598",,,,
31-Mar-17,Southern,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,1,0,1,1,0,0,.,0,.,.,.,.,3,,,,
31-Mar-17,Southern,Duodenoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-17,Southern,Echocardiography,9 week,Physiological Measurement,928,341,381,772,411,48,.,48,.,.,.,.,"2,881",,,,
31-Mar-17,Southern,EEG,9 week,Physiological Measurement,101,26,30,0,0,0,.,0,.,.,.,.,157,,,,
31-Mar-17,Southern,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,51,0,4,0,0,0,.,0,.,.,.,.,55,,,,
31-Mar-17,Southern,Exercise tolerance testing,9 week,Physiological Measurement,64,3,0,0,0,0,.,0,.,.,.,.,67,,,,
31-Mar-17,Southern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,171,60,60,17,3,17,.,17,.,.,.,.,328,,,,
31-Mar-17,Southern,Fluroscopy,9 week,Imaging,220,69,38,23,9,5,.,5,.,.,.,.,364,,,,
31-Mar-17,Southern,Gastroscopy (Day Case),13 week,Endoscopy,428,138,134,62,10,31,.,31,.,.,.,.,803,,,,
31-Mar-17,Southern,Hysteroscopy,13 week,Endoscopy,54,6,4,1,2,0,.,0,.,.,.,.,67,,,,
31-Mar-17,Southern,Ileoscopy,13 week,Endoscopy,4,3,1,0,0,0,.,0,.,.,.,.,8,,,,
31-Mar-17,Southern,Laparoscopy,13 week,Endoscopy,7,1,3,5,0,2,.,2,.,.,.,.,18,,,,
31-Mar-17,Southern,Laryngoscopy,13 week,Endoscopy,2,2,0,0,0,0,.,0,.,.,.,.,4,,,,
31-Mar-17,Southern,Magnetic Resonance Imaging,9 week,Imaging,"1,167",417,464,734,262,34,.,34,.,.,.,.,"3,078",,,,
31-Mar-17,Southern,Non-obstetric ultrasound,9 week,Imaging,"2,990",968,641,106,12,3,.,3,.,.,.,.,"4,720",,,,
31-Mar-17,Southern,Oesophagoscopy,13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-17,Southern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,95,30,26,47,2,3,.,3,.,.,.,.,203,,,,
31-Mar-17,Southern,Pharyngoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-17,Southern,Plain Film Xrays,9 week,Imaging,680,59,4,0,0,0,.,0,.,.,.,.,743,,,,
31-Mar-17,Southern,Pressures and flows,9 week,Physiological Measurement,124,36,14,39,11,31,.,31,.,.,.,.,255,,,,
31-Mar-17,Southern,Pure tone audiometry,9 week,Physiological Measurement,536,143,0,0,0,0,.,0,.,.,.,.,679,,,,
31-Mar-17,Southern,Radio-Nuclide Imaging,9 week,Imaging,116,39,0,0,0,0,.,0,.,.,.,.,155,,,,
31-Mar-17,Southern,Rigid sigmoidoscopy,13 week,Endoscopy,0,1,0,0,0,2,.,2,.,.,.,.,3,,,,
31-Mar-17,Southern,Sleep Deprived EEG,9 week,Physiological Measurement,9,1,3,0,0,0,.,0,.,.,.,.,13,,,,
31-Mar-17,Southern,Sleep studies,9 week,Physiological Measurement,200,87,39,4,0,0,.,0,.,.,.,.,330,,,,
31-Mar-17,Southern,Tilt testing and autonomic function,9 week,Physiological Measurement,21,3,7,4,0,0,.,0,.,.,.,.,35,,,,
31-Mar-17,Southern,Ureteroscopy,13 week,Endoscopy,9,3,4,9,5,81,.,81,.,.,.,.,111,,,,
31-Mar-17,Southern,Visual evoked potentials (VEPS),9 week,Physiological Measurement,7,0,1,0,0,0,.,0,.,.,.,.,8,,,,
31-Mar-17,South Eastern,Ambulatory BP,9 week,Physiological Measurement,61,1,0,0,0,0,.,0,.,.,.,.,62,,,,
31-Mar-17,South Eastern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,345,39,0,0,0,0,.,0,.,.,.,.,384,,,,
31-Mar-17,South Eastern,Arthroscopy,13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-17,South Eastern,Breath Tests,9 week,Physiological Measurement,5,1,3,1,0,0,.,0,.,.,.,.,10,,,,
31-Mar-17,South Eastern,Bronchoscopy,13 week,Endoscopy,15,1,1,0,0,1,.,1,.,.,.,.,18,,,,
31-Mar-17,South Eastern,Colonoscopy (Day Case),13 week,Endoscopy,336,89,74,123,51,56,.,56,.,.,.,.,729,,,,
31-Mar-17,South Eastern,Computerised Tomography,9 week,Imaging,908,257,148,158,19,20,.,20,.,.,.,.,"1,510",,,,
31-Mar-17,South Eastern,Cystoscopy (Day Case),13 week,Endoscopy,242,52,52,30,3,20,.,20,.,.,.,.,399,,,,
31-Mar-17,South Eastern,DEXA Scan,9 week,Imaging,162,41,41,65,73,187,.,187,.,.,.,.,569,,,,
31-Mar-17,South Eastern,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,0,0,0,1,0,0,.,0,.,.,.,.,1,,,,
31-Mar-17,South Eastern,Duodenoscopy,13 week,Endoscopy,1,0,0,0,0,1,.,1,.,.,.,.,2,,,,
31-Mar-17,South Eastern,Echocardiography,9 week,Physiological Measurement,783,206,167,2,0,0,.,0,.,.,.,.,"1,158",,,,
31-Mar-17,South Eastern,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,6,0,1,1,0,4,.,4,.,.,.,.,12,,,,
31-Mar-17,South Eastern,Exercise tolerance testing,9 week,Physiological Measurement,116,9,0,0,0,0,.,0,.,.,.,.,125,,,,
31-Mar-17,South Eastern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,164,53,59,86,45,64,.,64,.,.,.,.,471,,,,
31-Mar-17,South Eastern,Fluroscopy,9 week,Imaging,114,17,3,0,0,0,.,0,.,.,.,.,134,,,,
31-Mar-17,South Eastern,Gastroscopy (Day Case),13 week,Endoscopy,440,151,151,195,79,146,.,146,.,.,.,.,"1,162",,,,
31-Mar-17,South Eastern,Gut transit marker study,9 week,Imaging,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-17,South Eastern,Hysteroscopy,13 week,Endoscopy,84,19,24,25,11,86,.,86,.,.,.,.,249,,,,
31-Mar-17,South Eastern,Ileoscopy,13 week,Endoscopy,11,5,2,7,6,25,.,25,.,.,.,.,56,,,,
31-Mar-17,South Eastern,Laparoscopy,13 week,Endoscopy,8,2,5,17,8,70,.,70,.,.,.,.,110,,,,
31-Mar-17,South Eastern,Laryngoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-17,South Eastern,Magnetic Resonance Imaging,9 week,Imaging,757,285,319,375,36,0,.,0,.,.,.,.,"1,772",,,,
31-Mar-17,South Eastern,Mediastinoscopy,13 week,Endoscopy,1,0,0,0,0,1,.,1,.,.,.,.,2,,,,
31-Mar-17,South Eastern,Non-obstetric ultrasound,9 week,Imaging,"1,903",314,140,15,0,0,.,0,.,.,.,.,"2,372",,,,
31-Mar-17,South Eastern,Oesophagoscopy,13 week,Endoscopy,0,0,0,0,0,1,.,1,.,.,.,.,1,,,,
31-Mar-17,South Eastern,Patch testing (Dermatology),9 week,Physiological Measurement,5,2,0,0,0,1,.,1,.,.,.,.,8,,,,
31-Mar-17,South Eastern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,20,5,0,0,0,0,.,0,.,.,.,.,25,,,,
31-Mar-17,South Eastern,Pharyngoscopy,13 week,Endoscopy,0,0,0,1,0,4,.,4,.,.,.,.,5,,,,
31-Mar-17,South Eastern,Plain Film Xrays,9 week,Imaging,214,14,5,0,0,0,.,0,.,.,.,.,233,,,,
31-Mar-17,South Eastern,Pressures and flows,9 week,Physiological Measurement,45,23,25,24,15,1,.,1,.,.,.,.,133,,,,
31-Mar-17,South Eastern,Pure tone audiometry,9 week,Physiological Measurement,354,160,218,275,143,135,.,135,.,.,.,.,"1,285",,,,
31-Mar-17,South Eastern,Sleep studies,9 week,Physiological Measurement,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-17,South Eastern,Spirometry inc.flow volume curves,9 week,Physiological Measurement,163,29,0,0,0,0,.,0,.,.,.,.,192,,,,
31-Mar-17,South Eastern,Static lung volumes,9 week,Physiological Measurement,33,6,0,0,0,0,.,0,.,.,.,.,39,,,,
31-Mar-17,South Eastern,Tilt testing and autonomic function,9 week,Physiological Measurement,13,4,0,2,1,0,.,0,.,.,.,.,20,,,,
31-Mar-17,South Eastern,Transfer Factor,9 week,Physiological Measurement,131,22,0,0,0,0,.,0,.,.,.,.,153,,,,
31-Mar-17,South Eastern,Ureteroscopy,13 week,Endoscopy,1,2,1,0,0,0,.,0,.,.,.,.,4,,,,
31-Mar-17,South Eastern,Uroflowmetry,9 week,Physiological Measurement,24,17,24,24,14,19,.,19,.,.,.,.,122,,,,
31-Mar-17,South Eastern,Visual Field Sciences,9 week,Physiological Measurement,22,13,15,12,0,3,.,3,.,.,.,.,65,,,,
31-Mar-17,Western,Ambulatory BP,9 week,Physiological Measurement,69,2,0,1,0,0,.,0,.,.,.,.,72,,,,
31-Mar-17,Western,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,315,149,96,62,4,0,.,0,.,.,.,.,626,,,,
31-Mar-17,Western,Arthroscopy,13 week,Endoscopy,30,12,7,36,26,311,.,311,.,.,.,.,422,,,,
31-Mar-17,Western,Barium Studies,9 week,Imaging,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
31-Mar-17,Western,Bronchoscopy,13 week,Endoscopy,13,2,0,0,0,0,.,0,.,.,.,.,15,,,,
31-Mar-17,Western,Cardio-respiratory exercise testing,9 week,Physiological Measurement,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
31-Mar-17,Western,Colonoscopy (Day Case),13 week,Endoscopy,345,76,27,33,24,27,.,27,.,.,.,.,532,,,,
31-Mar-17,Western,Computerised Tomography,9 week,Imaging,342,4,0,0,0,0,.,0,.,.,.,.,346,,,,
31-Mar-17,Western,Cystoscopy (Day Case),13 week,Endoscopy,267,45,34,23,9,29,.,29,.,.,.,.,407,,,,
31-Mar-17,Western,DEXA Scan,9 week,Imaging,493,152,0,0,0,0,.,0,.,.,.,.,645,,,,
31-Mar-17,Western,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,0,0,0,1,0,1,.,1,.,.,.,.,2,,,,
31-Mar-17,Western,Echocardiography,9 week,Physiological Measurement,432,244,218,505,206,267,.,267,.,.,.,.,"1,872",,,,
31-Mar-17,Western,EEG,9 week,Physiological Measurement,55,26,26,9,0,0,.,0,.,.,.,.,116,,,,
31-Mar-17,Western,Exercise tolerance testing,9 week,Physiological Measurement,326,41,40,50,0,0,.,0,.,.,.,.,457,,,,
31-Mar-17,Western,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,127,33,2,2,0,0,.,0,.,.,.,.,164,,,,
31-Mar-17,Western,Fluroscopy,9 week,Imaging,127,12,2,0,0,0,.,0,.,.,.,.,141,,,,
31-Mar-17,Western,Gastroscopy (Day Case),13 week,Endoscopy,446,75,22,9,0,1,.,1,.,.,.,.,553,,,,
31-Mar-17,Western,Hysteroscopy,13 week,Endoscopy,75,12,26,49,26,55,.,55,.,.,.,.,243,,,,
31-Mar-17,Western,Ileoscopy,13 week,Endoscopy,1,4,1,0,0,0,.,0,.,.,.,.,6,,,,
31-Mar-17,Western,Laparoscopy,13 week,Endoscopy,25,9,16,38,13,88,.,88,.,.,.,.,189,,,,
31-Mar-17,Western,Laryngoscopy,13 week,Endoscopy,6,0,0,0,0,4,.,4,.,.,.,.,10,,,,
31-Mar-17,Western,Magnetic Resonance Imaging,9 week,Imaging,790,245,45,0,0,0,.,0,.,.,.,.,"1,080",,,,
31-Mar-17,Western,Mediastinoscopy,13 week,Endoscopy,3,0,0,0,0,0,.,0,.,.,.,.,3,,,,
31-Mar-17,Western,Non-obstetric ultrasound,9 week,Imaging,"1,981",105,0,0,0,0,.,0,.,.,.,.,"2,086",,,,
31-Mar-17,Western,Oesophagoscopy,13 week,Endoscopy,5,0,0,1,0,2,.,2,.,.,.,.,8,,,,
31-Mar-17,Western,Patient Activated Ambulatory Function,9 week,Physiological Measurement,145,52,28,46,0,0,.,0,.,.,.,.,271,,,,
31-Mar-17,Western,Peak expiratory flow (PEF),9 week,Physiological Measurement,86,11,0,0,0,0,.,0,.,.,.,.,97,,,,
31-Mar-17,Western,Perfusion studies,9 week,Physiological Measurement,33,22,29,42,3,0,.,0,.,.,.,.,129,,,,
31-Mar-17,Western,Peripheral neurophysiology,9 week,Physiological Measurement,6,0,0,0,0,0,.,0,.,.,.,.,6,,,,
31-Mar-17,Western,Pharyngoscopy,13 week,Endoscopy,6,0,1,0,0,7,.,7,.,.,.,.,14,,,,
31-Mar-17,Western,Plain Film Xrays,9 week,Imaging,358,8,0,0,0,0,.,0,.,.,.,.,366,,,,
31-Mar-17,Western,Pressures and flows,9 week,Physiological Measurement,37,18,0,0,0,0,.,0,.,.,.,.,55,,,,
