Month,HSC Trust,Category of test,Test,Priority,0-2 days,3-7 days,8-14 days,15-21 days,22-28 days,>28 days,Total,% reported within 2 days,% reported within 2 weeks,% reported within 4 weeks,,
31/05/2019,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,ROUTINE,5659,436,229,111,93,147,6675,,94.7,97.8,,
31/05/2019,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,URGENT,1141,147,49,15,10,3,1365,83.6,,,,
31/05/2019,Belfast,IMAGING,DIAGNOSTIC ARTERIOGRAPHY,ROUTINE,91,47,15,9,8,18,188,,81.4,90.4,,
31/05/2019,Belfast,IMAGING,GUT TRANSIT STUDY,ROUTINE,2,2,0,0,0,0,4,,100.0,100.0,,
31/05/2019,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,1929,373,451,286,224,347,3610,,76.3,90.4,,
31/05/2019,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,671,242,120,87,24,46,1190,56.4,,,,
31/05/2019,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,3671,95,36,23,14,24,3863,,98.4,99.4,,
31/05/2019,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,581,30,3,7,1,0,622,93.4,,,,
31/05/2019,Belfast,IMAGING,PLAIN FILM,ROUTINE,15110,4687,2049,681,481,132,23140,,94.4,99.4,,
31/05/2019,Belfast,IMAGING,PLAIN FILM,URGENT,50,48,1,0,0,1,100,50.0,,,,
31/05/2019,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,558,95,38,4,2,1,698,,99.0,99.9,,
31/05/2019,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,161,25,1,0,0,0,187,86.1,,,,
31/05/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,1362,103,14,0,0,0,1479,,100.0,100.0,,
31/05/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,420,54,0,0,0,0,474,88.6,,,,
31/05/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,9,22,37,14,0,0,82,,82.9,100.0,,
31/05/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,12,6,0,0,0,0,18,66.7,,,,
31/05/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,26,21,21,1,2,0,71,,95.8,100.0,,
31/05/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,6,4,2,0,0,0,12,50.0,,,,
31/05/2019,Northern,IMAGING,BARIUM STUDIES,ROUTINE,88,13,2,0,0,2,105,,98.1,98.1,,
31/05/2019,Northern,IMAGING,BARIUM STUDIES,URGENT,29,2,0,0,0,0,31,93.5,,,,
31/05/2019,Northern,IMAGING,CARDIAC MRI,ROUTINE,7,14,9,0,0,0,30,,100.0,100.0,,
31/05/2019,Northern,IMAGING,CARDIAC MRI,URGENT,11,0,1,0,0,0,12,91.7,,,,
31/05/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,ROUTINE,10,0,0,0,0,0,10,,100.0,100.0,,
31/05/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,URGENT,23,0,0,0,0,1,24,95.8,,,,
31/05/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,ROUTINE,75,25,8,3,0,0,111,,97.3,100.0,,
31/05/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,URGENT,3,4,0,0,0,0,7,42.9,,,,
31/05/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,ROUTINE,616,37,10,3,0,1,667,,99.4,99.9,,
31/05/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,URGENT,1394,225,4,0,0,0,1623,85.9,,,,
31/05/2019,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,164,50,71,36,15,12,348,,81.9,96.6,,
31/05/2019,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,365,166,31,3,0,0,565,64.6,,,,
31/05/2019,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,2686,158,68,22,2,0,2936,,99.2,100.0,,
31/05/2019,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,1116,35,3,1,1,0,1156,96.5,,,,
31/05/2019,Northern,IMAGING,PLAIN FILM,ROUTINE,3330,7590,3017,1882,72,2,15893,,87.7,100.0,,
31/05/2019,Northern,IMAGING,PLAIN FILM,URGENT,1207,154,5,0,0,1,1367,88.3,,,,
31/05/2019,Northern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,51,35,34,2,1,0,123,,97.6,100.0,,
31/05/2019,Northern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,69,8,4,0,0,0,81,85.2,,,,
31/05/2019,Northern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,1371,0,0,0,0,0,1371,,100.0,100.0,,
31/05/2019,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,159,3,0,1,0,4,167,,97.0,97.6,,
31/05/2019,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,426,5,2,0,0,1,434,98.2,,,,
31/05/2019,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,4,7,15,1,0,0,27,,96.3,100.0,,
31/05/2019,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,2,2,3,0,0,0,7,28.6,,,,
31/05/2019,Northern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,1,1,0,0,0,0,2,,100.0,100.0,,
31/05/2019,Northern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,URGENT,0,1,0,0,0,0,1,0.0,,,,
31/05/2019,South Eastern,IMAGING,BARIUM STUDIES / FLUOROSCOPY,ROUTINE,97,5,1,3,0,0,106,,97.2,100.0,,
31/05/2019,South Eastern,IMAGING,BARIUM STUDIES / FLUOROSCOPY,URGENT,26,0,0,1,0,0,27,96.3,,,,
31/05/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,ROUTINE,109,46,20,2,0,0,177,,98.9,100.0,,
31/05/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,URGENT,23,14,0,0,0,1,38,60.5,,,,
31/05/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,ROUTINE,19,1,0,0,0,0,20,,100.0,100.0,,
31/05/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,URGENT,65,2,0,0,0,0,67,97.0,,,,
31/05/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,ROUTINE,969,106,45,17,3,0,1140,,98.2,100.0,,
31/05/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,URGENT,592,48,8,1,2,0,651,90.9,,,,
31/05/2019,South Eastern,IMAGING,DEXA SCAN,URGENT,0,11,0,0,0,0,11,0.0,,,,
31/05/2019,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,619,179,90,22,5,54,969,,91.6,94.4,,
31/05/2019,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,253,54,11,1,0,0,319,79.3,,,,
31/05/2019,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,2426,129,86,13,3,2,2659,,99.3,99.9,,
31/05/2019,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,385,22,9,1,1,0,418,92.1,,,,
31/05/2019,South Eastern,IMAGING,PLAIN FILM,ROUTINE,11337,4501,1187,292,1,4,17322,,98.3,100.0,,
31/05/2019,South Eastern,IMAGING,PLAIN FILM,URGENT,73,19,0,0,0,0,92,79.3,,,,
31/05/2019,South Eastern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,770,0,0,0,0,0,770,,100.0,100.0,,
31/05/2019,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,759,124,14,4,0,0,901,,99.6,100.0,,
31/05/2019,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,139,1,0,0,0,0,140,99.3,,,,
31/05/2019,South Eastern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,10,0,0,0,0,0,10,,100.0,100.0,,
31/05/2019,Southern,IMAGING,BARIUM STUDIES/FLUOROSCOPY,ROUTINE,66,14,11,8,0,1,100,,91.0,99.0,,
31/05/2019,Southern,IMAGING,BARIUM STUDIES/FLUOROSCOPY,URGENT,28,10,5,10,0,0,53,52.8,,,,
31/05/2019,Southern,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,ROUTINE,50,64,8,11,3,12,148,,82.4,91.9,,
31/05/2019,Southern,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,URGENT,12,8,0,0,0,0,20,60.0,,,,
31/05/2019,Southern,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,ROUTINE,3,1,1,0,0,0,5,,100.0,100.0,,
31/05/2019,Southern,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,URGENT,39,5,5,0,0,0,49,79.6,,,,
31/05/2019,Southern,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,ROUTINE,233,164,71,68,37,15,588,,79.6,97.4,,
31/05/2019,Southern,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,URGENT,2099,224,42,33,16,3,2417,86.8,,,,
31/05/2019,Southern,IMAGING,DEXA SCAN,ROUTINE,210,0,0,0,0,0,210,,100.0,100.0,,
31/05/2019,Southern,IMAGING,GUT TRANSIENT MARKER STUDY,ROUTINE,0,1,1,0,0,0,2,,100.0,100.0,,
31/05/2019,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,112,95,48,24,23,12,314,,81.2,96.2,,
31/05/2019,Southern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,543,198,86,79,62,9,977,55.6,,,,
31/05/2019,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,2649,147,30,2,2,3,2833,,99.8,99.9,,
31/05/2019,Southern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,857,93,10,7,0,1,968,88.5,,,,
31/05/2019,Southern,IMAGING,PLAIN FILM,ROUTINE,5667,503,665,409,2651,4169,14064,,48.6,70.4,,
31/05/2019,Southern,IMAGING,PLAIN FILM,URGENT,0,0,0,0,0,1,1,0.0,,,,
31/05/2019,Southern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,79,6,9,2,2,1,99,,94.9,99.0,,
31/05/2019,Southern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,74,17,0,1,5,0,97,76.3,,,,
31/05/2019,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,311,0,0,0,0,0,311,,100.0,100.0,,
31/05/2019,Southern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,URGENT,16,0,0,0,0,0,16,100.0,,,,
31/05/2019,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,437,9,2,2,0,0,450,,99.6,100.0,,
31/05/2019,Southern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,343,16,3,0,0,0,362,94.8,,,,
31/05/2019,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,20,31,3,0,0,0,54,,100.0,100.0,,
31/05/2019,Southern,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,13,1,0,0,0,0,14,92.9,,,,
31/05/2019,Southern,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,ROUTINE,81,0,0,0,0,0,81,,100.0,100.0,,
31/05/2019,Southern,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,URGENT,8,0,0,0,0,0,8,100.0,,,,
31/05/2019,Southern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,17,1,2,3,0,0,23,,87.0,100.0,,
31/05/2019,Southern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,URGENT,6,0,0,0,0,0,6,100.0,,,,
31/05/2019,Western,IMAGING,BARIUM STUDIES / FLUOROSCOPY,ROUTINE,124,7,1,0,0,0,132,,100.0,100.0,,
31/05/2019,Western,IMAGING,BARIUM STUDIES / FLUOROSCOPY,URGENT,28,0,1,0,0,0,29,96.6,,,,
31/05/2019,Western,IMAGING,CARDIAC MRI,ROUTINE,14,4,0,4,4,5,31,,58.1,83.9,,
31/05/2019,Western,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,ROUTINE,8,0,0,0,0,1,9,,88.9,88.9,,
31/05/2019,Western,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,URGENT,46,10,6,5,0,1,68,67.6,,,,
31/05/2019,Western,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,ROUTINE,94,6,0,0,0,0,100,,100.0,100.0,,
31/05/2019,Western,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,URGENT,12,0,0,0,0,0,12,100.0,,,,
31/05/2019,Western,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,ROUTINE,1176,162,70,14,0,0,1422,,99.0,100.0,,
31/05/2019,Western,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,URGENT,1105,129,2,0,0,0,1236,89.4,,,,
31/05/2019,Western,IMAGING,DEXA SCAN,ROUTINE,361,2,0,0,0,0,363,,100.0,100.0,,
31/05/2019,Western,IMAGING,DEXA SCAN,URGENT,5,0,0,0,0,0,5,100.0,,,,
31/05/2019,Western,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,425,126,144,52,4,0,751,,92.5,100.0,,
31/05/2019,Western,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,527,83,11,0,1,0,622,84.7,,,,
31/05/2019,Western,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,2374,93,39,0,0,0,2506,,100.0,100.0,,
31/05/2019,Western,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,1139,33,2,0,0,0,1174,97.0,,,,
31/05/2019,Western,IMAGING,PLAIN FILM,ROUTINE,7395,4710,2133,462,32,1,14733,,96.6,100.0,,
31/05/2019,Western,IMAGING,PLAIN FILM,URGENT,935,82,7,1,0,0,1025,91.2,,,,
31/05/2019,Western,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,168,36,5,0,0,0,209,,100.0,100.0,,
31/05/2019,Western,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,40,5,0,0,0,0,45,88.9,,,,
31/05/2019,Western,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,252,0,0,0,0,0,252,,100.0,100.0,,
31/05/2019,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,246,67,56,11,11,9,400,,92.3,97.8,,
31/05/2019,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,183,27,6,2,2,0,220,83.2,,,,
31/05/2019,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,44,5,5,0,0,0,54,,100.0,100.0,,
31/05/2019,Western,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,2,0,0,0,0,0,2,100.0,,,,
31/05/2019,Western,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,0,0,6,0,0,0,6,,100.0,100.0,,
31/05/2019,Western,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,ROUTINE,40,14,10,2,1,1,68,,94.1,98.5,,
31/05/2019,Western,PHYSIOLOGICAL MEASUREMENT,RESPIRATORY PHYSIOLOGY - SLEEP STUDIES,URGENT,47,3,5,1,0,1,57,82.5,,,,
31/05/2019,Western,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,8,0,0,0,0,0,8,,100.0,100.0,,
30/06/2019,Belfast,IMAGING,BARIUM ENEMA/FLUOROSCOPY,ROUTINE,252,14,6,3,3,1,279,,97.5,99.6,,
30/06/2019,Belfast,IMAGING,BARIUM ENEMA/FLUOROSCOPY,URGENT,77,8,2,1,0,0,88,87.5,,,,
30/06/2019,Belfast,IMAGING,BARIUM STUDIES,ROUTINE,196,3,4,1,0,3,207,,98.1,98.6,,
30/06/2019,Belfast,IMAGING,BARIUM STUDIES,URGENT,1,0,0,0,0,0,1,100.0,,,,
30/06/2019,Belfast,IMAGING,CARDIAC MRI,ROUTINE,45,25,16,6,3,13,108,,79.6,88.0,,
30/06/2019,Belfast,IMAGING,CARDIAC MRI,URGENT,27,4,0,1,0,0,32,84.4,,,,
30/06/2019,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,ROUTINE,16,8,5,0,0,0,29,,100.0,100.0,,
30/06/2019,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,URGENT,73,25,10,8,0,0,116,62.9,,,,
30/06/2019,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,ROUTINE,78,23,8,1,0,0,110,,99.1,100.0,,
30/06/2019,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,URGENT,26,16,2,1,0,0,45,57.8,,,,
30/06/2019,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,ROUTINE,3685,341,239,52,33,43,4393,,97.1,99.0,,
30/06/2019,Belfast,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,URGENT,981,92,27,3,0,3,1106,88.7,,,,
30/06/2019,Belfast,IMAGING,DEXA SCAN,ROUTINE,697,4,0,0,0,0,701,,100.0,100.0,,
30/06/2019,Belfast,IMAGING,DIAGNOSTIC ARTERIOGRAPHY,ROUTINE,77,25,13,1,0,5,121,,95.0,95.9,,
30/06/2019,Belfast,IMAGING,GUT TRANSIT STUDY,ROUTINE,3,1,1,0,0,0,5,,100.0,100.0,,
30/06/2019,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,1606,461,298,138,32,108,2643,,89.5,95.9,,
30/06/2019,Belfast,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,582,192,88,37,17,24,940,61.9,,,,
30/06/2019,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,2782,71,8,48,13,26,2948,,97.0,99.1,,
30/06/2019,Belfast,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,772,23,1,4,2,1,803,96.1,,,,
30/06/2019,Belfast,IMAGING,PLAIN FILM,ROUTINE,14491,3390,1999,800,229,56,20965,,94.8,99.7,,
30/06/2019,Belfast,IMAGING,PLAIN FILM,URGENT,23,39,43,3,0,0,108,21.3,,,,
30/06/2019,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,412,95,22,7,1,3,540,,98.0,99.4,,
30/06/2019,Belfast,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,159,49,0,0,0,0,208,76.4,,,,
30/06/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,1317,141,30,0,0,0,1488,,100.0,100.0,,
30/06/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,400,57,0,0,0,0,457,87.5,,,,
30/06/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,7,18,29,11,0,0,65,,83.1,100.0,,
30/06/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,14,7,0,0,0,0,21,66.7,,,,
30/06/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,ROUTINE,3,3,1,0,0,0,7,,100.0,100.0,,
30/06/2019,Belfast,PHYSIOLOGICAL MEASUREMENT,NEUROPHYSIOLOGY - PERIPHERAL NEUROPHYSIOLOGY,URGENT,0,1,1,0,0,0,2,0.0,,,,
30/06/2019,Northern,IMAGING,BARIUM STUDIES,ROUTINE,69,11,10,9,0,0,99,,90.9,100.0,,
30/06/2019,Northern,IMAGING,BARIUM STUDIES,URGENT,29,0,1,0,0,0,30,96.7,,,,
30/06/2019,Northern,IMAGING,CARDIAC MRI,ROUTINE,4,5,5,2,0,1,17,,82.4,94.1,,
30/06/2019,Northern,IMAGING,CARDIAC MRI,URGENT,9,4,0,1,0,0,14,64.3,,,,
30/06/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,ROUTINE,4,3,0,0,0,0,7,,100.0,100.0,,
30/06/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,URGENT,13,2,2,0,0,1,18,72.2,,,,
30/06/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,ROUTINE,66,42,7,0,0,0,115,,100.0,100.0,,
30/06/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,URGENT,1,0,0,0,0,0,1,100.0,,,,
30/06/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,ROUTINE,542,41,19,0,0,0,602,,100.0,100.0,,
30/06/2019,Northern,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,URGENT,1033,312,207,0,0,0,1552,66.6,,,,
30/06/2019,Northern,IMAGING,GUT TRANSIT STUDY,URGENT,0,1,0,0,0,0,1,0.0,,,,
30/06/2019,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,151,63,52,10,2,0,278,,95.7,100.0,,
30/06/2019,Northern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,377,103,14,1,0,0,495,76.2,,,,
30/06/2019,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,2417,168,96,5,0,1,2687,,99.8,100.0,,
30/06/2019,Northern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,1094,18,2,1,0,0,1115,98.1,,,,
30/06/2019,Northern,IMAGING,PLAIN FILM,ROUTINE,3676,5608,2895,1642,329,0,14150,,86.1,100.0,,
30/06/2019,Northern,IMAGING,PLAIN FILM,URGENT,1086,96,1,0,0,0,1183,91.8,,,,
30/06/2019,Northern,IMAGING,RADIO-NUCLIDE IMAGING,ROUTINE,43,26,34,7,4,1,115,,89.6,99.1,,
30/06/2019,Northern,IMAGING,RADIO-NUCLIDE IMAGING,URGENT,61,16,3,1,0,1,82,74.4,,,,
30/06/2019,Northern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,1414,0,0,0,0,0,1414,,100.0,100.0,,
30/06/2019,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,158,13,1,1,0,1,174,,98.9,99.4,,
30/06/2019,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,URGENT,404,3,0,1,2,0,410,98.5,,,,
30/06/2019,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,ROUTINE,4,6,12,2,0,0,24,,91.7,100.0,,
30/06/2019,Northern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - PERFUSION STUDIES,URGENT,0,0,1,0,0,0,1,0.0,,,,
30/06/2019,Northern,PHYSIOLOGICAL MEASUREMENT,URODYNAMICS - PRESSURES & FLOWS,ROUTINE,5,0,2,0,0,0,7,,100.0,100.0,,
30/06/2019,South Eastern,IMAGING,BARIUM STUDIES / FLUOROSCOPY,ROUTINE,64,0,2,0,0,0,66,,100.0,100.0,,
30/06/2019,South Eastern,IMAGING,BARIUM STUDIES / FLUOROSCOPY,URGENT,28,0,0,0,0,0,28,100.0,,,,
30/06/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,ROUTINE,151,11,18,9,0,0,189,,95.2,100.0,,
30/06/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - CARDIAC,URGENT,45,0,0,0,0,0,45,100.0,,,,
30/06/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,ROUTINE,11,11,2,0,0,0,24,,100.0,100.0,,
30/06/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - COLONOSCOPY,URGENT,41,0,0,0,0,0,41,100.0,,,,
30/06/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,ROUTINE,1294,244,125,28,19,3,1713,,97.1,99.8,,
30/06/2019,South Eastern,IMAGING,COMPUTERISED TOMOGRAPHY - GENERAL,URGENT,803,145,41,4,2,2,997,80.5,,,,
30/06/2019,South Eastern,IMAGING,DEXA SCAN,ROUTINE,1,0,0,0,0,0,1,,100.0,100.0,,
30/06/2019,South Eastern,IMAGING,DEXA SCAN,URGENT,32,27,0,0,0,0,59,54.2,,,,
30/06/2019,South Eastern,IMAGING,GUT TRANSIENT MARKER STUDY,ROUTINE,0,0,0,2,0,0,2,,0.0,100.0,,
30/06/2019,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,ROUTINE,531,205,66,32,21,53,908,,88.3,94.2,,
30/06/2019,South Eastern,IMAGING,MAGNETIC RESONANCE IMAGING,URGENT,299,112,33,11,2,3,460,65.0,,,,
30/06/2019,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,ROUTINE,2387,175,82,9,1,1,2655,,99.6,100.0,,
30/06/2019,South Eastern,IMAGING,NON-OBSTETRIC ULTRASOUND,URGENT,338,15,14,2,0,0,369,91.6,,,,
30/06/2019,South Eastern,IMAGING,PLAIN FILM,ROUTINE,11043,3536,1050,180,19,3,15831,,98.7,100.0,,
30/06/2019,South Eastern,IMAGING,PLAIN FILM,URGENT,68,1,1,0,0,0,70,97.1,,,,
30/06/2019,South Eastern,PHYSIOLOGICAL MEASUREMENT,AUDIOLOGY - PURE TONE AUDIOMETRY,ROUTINE,708,0,0,0,0,0,708,,100.0,100.0,,
30/06/2019,South Eastern,PHYSIOLOGICAL MEASUREMENT,CARDIOLOGY - ECHOCARDIOGRAPHY,ROUTINE,602,13,43,5,0,0,663,,99.2,100.0,,
